year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1988,1989,61,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Belgium,The Music Teacher,False
1988,1989,61,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Denmark,Pelle the Conqueror,True
1988,1989,61,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,India,Salaam Bombay!,False
1988,1989,61,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Spain,Women on the Verge of a Nervous Breakdown,False
1988,1989,61,MAKEUP,MAKEUP AND HAIRSTYLING,Ve Neill/Steve La Porte/Robert Short,Beetlejuice,True
1988,1989,61,MAKEUP,MAKEUP AND HAIRSTYLING,Rick Baker,Coming to America,False
1988,1989,61,MAKEUP,MAKEUP AND HAIRSTYLING,Tom Burman/Bari Dreiband-Burman,Scrooged,False
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),John Williams,The Accidental Tourist,False
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),George Fenton,Dangerous Liaisons,False
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),Maurice Jarre,Gorillas in the Mist,False
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),Dave Grusin,The Milagro Beanfield War,True
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),Hans Zimmer,Rain Man,False
1988,1989,61,MUSIC (Original Song),MUSIC (Original Song),Bob Telson,Bagdad Cafe,False
1988,1989,61,MUSIC (Original Song),MUSIC (Original Song),Carly Simon,Working Girl,True
1988,1989,61,MUSIC (Original Song),MUSIC (Original Song),Lamont Dozier/Phil Collins,Buster,False
1988,1989,61,BEST PICTURE,BEST PICTURE,Lawrence Kasdan/Charles Okun/Michael Grillo,The Accidental Tourist,False
1988,1989,61,BEST PICTURE,BEST PICTURE,Norma Heyman/Hank Moonjean,Dangerous Liaisons,False
1988,1989,61,BEST PICTURE,BEST PICTURE,Frederick Zollo/Robert F. Colesberry,Mississippi Burning,False
1988,1989,61,BEST PICTURE,BEST PICTURE,Mark Johnson,Rain Man,True
1988,1989,61,BEST PICTURE,BEST PICTURE,Douglas Wick,Working Girl,False
1988,1989,61,SHORT FILM (Animated),SHORT FILM (Animated),Cordell Barker,The Cat Came Back,False
1988,1989,61,SHORT FILM (Animated),SHORT FILM (Animated),Bill Kroyer/Brian Jennings,Technological Threat,False
1988,1989,61,SHORT FILM (Animated),SHORT FILM (Animated),John Lasseter/William Reeves,Tin Toy,True
1988,1989,61,SHORT FILM (Live Action),SHORT FILM (Live Action),Dean Parisot/Steven Wright,The Appointments of Dennis Jennings,True
1988,1989,61,SHORT FILM (Live Action),SHORT FILM (Live Action),Matia Karrell/Abbee Goldstein,Cadillac Dreams,False
1988,1989,61,SHORT FILM (Live Action),SHORT FILM (Live Action),George deGolian/Gary Moss,Gullah Tales,False
1988,1989,61,SOUND,SOUND MIXING,Les Fresholtz/Dick Alexander/Vern Poore/Willie D. Burton,Bird,True
1988,1989,61,SOUND,SOUND MIXING,Don Bassman/Kevin F. Cleary/Richard Overton/Al Overton,Die Hard,False
1988,1989,61,SOUND,SOUND MIXING,Andy Nelson/Brian Saunders/Peter Handford,Gorillas in the Mist,False
1988,1989,61,SOUND,SOUND MIXING,Robert Litt/Elliot Tyson/Rick Kline/Danny Michael,Mississippi Burning,False
1988,1989,61,SOUND,SOUND MIXING,Robert Knudson/John Boyd/Don Digirolamo/Tony Dawe,Who Framed Roger Rabbit,False
1988,1989,61,SOUND EFFECTS EDITING,SOUND EDITING,Stephen H. Flick/Richard Shorr,Die Hard,False
1988,1989,61,SOUND EFFECTS EDITING,SOUND EDITING,Charles L. Campbell/Louis L. Edemann,Who Framed Roger Rabbit,True
1988,1989,61,SOUND EFFECTS EDITING,SOUND EDITING,Ben Burtt/Richard Hymns,Willow,False
1988,1989,61,VISUAL EFFECTS,VISUAL EFFECTS,Richard Edlund/Al DiSarro/Brent Boates/Thaine Morris,Die Hard,False
1988,1989,61,VISUAL EFFECTS,VISUAL EFFECTS,Ken Ralston/Richard Williams/Edward Jones/George Gibbs,Who Framed Roger Rabbit,True
1988,1989,61,VISUAL EFFECTS,VISUAL EFFECTS,Dennis Muren/Michael McAlister/Phil Tippett/Chris Evans,Willow,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Frank Galati/Lawrence Kasdan,The Accidental Tourist,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Christopher Hampton,Dangerous Liaisons,True
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Anna Hamilton Phelan/Tab Murphy,Gorillas in the Mist,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Christine Edzard,Little Dorrit,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Jean-Claude Carrière/Philip Kaufman,The Unbearable Lightness of Being,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Gary Ross/Anne Spielberg,Big,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Ron Shelton,Bull Durham,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),John Cleese/Charles Crichton,A Fish Called Wanda,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Ronald Bass/Barry Morrow,Rain Man,True
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Naomi Foner,Running on Empty,False
1988,1989,61,SPECIAL ACHIEVEMENT AWARD,SPECIAL ACHIEVEMENT AWARD,Richard Williams,Who Framed Roger Rabbit,True
1988,1989,61,HONORARY AWARD,HONORARY AWARD,the National Film Board of Canada,,True
1988,1989,61,HONORARY AWARD,HONORARY AWARD,Eastman Kodak Company,,True
1988,1989,61,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,Gordon Henry Cook,,True
1989,1990,62,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False
1989,1990,62,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,False
1989,1990,62,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True
1989,1990,62,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False
1989,1990,62,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,True
1989,1990,62,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Isabelle Adjani,Camille Claudel,False
1989,1990,62,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Pauline Collins,Shirley Valentine,False
1989,1990,62,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,False
1989,1990,62,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,False
1989,1990,62,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,True
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,My Left Foot,True
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story",False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Enemies, A Love Story",False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Parenthood,False
1989,1990,62,ART DIRECTION,ART DIRECTION,Leslie Dilley/Anne Kuljian,The Abyss,False
1989,1990,62,ART DIRECTION,ART DIRECTION,Dante Ferretti/Francesca Lo Schiavo,The Adventures of Baron Munchausen,False
1989,1990,62,ART DIRECTION,ART DIRECTION,Anton Furst/Peter Young,Batman,True
1989,1990,62,ART DIRECTION,ART DIRECTION,Bruno Rubeo/Crispian Sallis,Driving Miss Daisy,False
1989,1990,62,ART DIRECTION,ART DIRECTION,Norman Garwood/Garrett Lewis,Glory,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Mikael Salomon,The Abyss,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Haskell Wexler,Blaze,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Robert Richardson,Born on the Fourth of July,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Michael Ballhaus,The Fabulous Baker Boys,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Freddie Francis,Glory,True
1989,1990,62,COSTUME DESIGN,COSTUME DESIGN,Gabriella Pescucci,The Adventures of Baron Munchausen,False
1989,1990,62,COSTUME DESIGN,COSTUME DESIGN,Elizabeth McBride,Driving Miss Daisy,False
1989,1990,62,COSTUME DESIGN,COSTUME DESIGN,Joe I. Tompkins,Harlem Nights,False
1989,1990,62,COSTUME DESIGN,COSTUME DESIGN,Phyllis Dalton,Henry V,True
1989,1990,62,COSTUME DESIGN,COSTUME DESIGN,Theodor Pistek,Valmont,False
1989,1990,62,DIRECTING,DIRECTING,Oliver Stone,Born on the Fourth of July,True
1989,1990,62,DIRECTING,DIRECTING,Woody Allen,Crimes and Misdemeanors,False
1989,1990,62,DIRECTING,DIRECTING,Peter Weir,Dead Poets Society,False
1989,1990,62,DIRECTING,DIRECTING,Kenneth Branagh,Henry V,False
1989,1990,62,DIRECTING,DIRECTING,Jim Sheridan,My Left Foot,False
1989,1990,62,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Richard Kilberg/Yvonne Smith,Adam Clayton Powell,False
1989,1990,62,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Robert Epstein/Bill Couturié,Common Threads: Stories from the Quilt,True
1989,1990,62,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Vince DiPersio/William Guttentag,Crack USA: County under Siege,False
1989,1990,62,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Al Reinert/Betsy Broyles Breier,For All Mankind,False
1989,1990,62,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Judith Leonard/Bill Jersey,Super Chief: The Life and Legacy of Earl Warren,False
1989,1990,62,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),David Petersen,"Fine Food, Fine Pastries, Open 6 to 9",False
1989,1990,62,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Charles Guggenheim,The Johnstown Flood,True
1989,1990,62,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Ray Errol Fox,Yad Vashem: Preserving the Past to Ensure the Future,False
1989,1990,62,FILM EDITING,FILM EDITING,Noëlle Boisson,The Bear,False
1989,1990,62,FILM EDITING,FILM EDITING,David Brenner/Joe Hutshing,Born on the Fourth of July,True
1989,1990,62,FILM EDITING,FILM EDITING,Mark Warner,Driving Miss Daisy,False
1989,1990,62,FILM EDITING,FILM EDITING,William Steinkamp,The Fabulous Baker Boys,False
1989,1990,62,FILM EDITING,FILM EDITING,Steven Rosenblum,Glory,False
1989,1990,62,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,France,Camille Claudel,False
1989,1990,62,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Italy,Cinema Paradiso,True
1989,1990,62,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Canada,Jesus of Montreal,False
1989,1990,62,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Denmark,Waltzing Regitze,False
1989,1990,62,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Puerto Rico,What Happened to Santiago,False
1989,1990,62,MAKEUP,MAKEUP AND HAIRSTYLING,Maggie Weston/Fabrizio Sforza,The Adventures of Baron Munchausen,False
1989,1990,62,MAKEUP,MAKEUP AND HAIRSTYLING,Dick Smith/Ken Diaz/Greg Nelson,Dad,False
1989,1990,62,MAKEUP,MAKEUP AND HAIRSTYLING,Manlio Rocchetti/Lynn Barber/Kevin Haney,Driving Miss Daisy,True
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),John Williams,Born on the Fourth of July,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),David Grusin,The Fabulous Baker Boys,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),James Horner,Field of Dreams,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),John Williams,Indiana Jones and the Last Crusade,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),Alan Menken,The Little Mermaid,True
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Tom Snow/Dean Pitchford,Chances Are,False
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Marvin Hamlisch/Alan Bergman/Marilyn Bergman,Shirley Valentine,False
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Randy Newman,Parenthood,False
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Alan Menken/Howard Ashman,The Little Mermaid,False
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Alan Menken/Howard Ashman,The Little Mermaid,True
1989,1990,62,BEST PICTURE,BEST PICTURE,A. Kitman Ho/Oliver Stone,Born on the Fourth of July,False
1989,1990,62,BEST PICTURE,BEST PICTURE,Steven Haft/Paul Junger Witt/Tony Thomas,Dead Poets Society,False
1989,1990,62,BEST PICTURE,BEST PICTURE,Richard D. Zanuck/Lili Fini Zanuck,Driving Miss Daisy,True
1989,1990,62,BEST PICTURE,BEST PICTURE,Lawrence Gordon/Charles Gordon,Field of Dreams,False
1989,1990,62,BEST PICTURE,BEST PICTURE,Noel Pearson,My Left Foot,False
1989,1990,62,SHORT FILM (Animated),SHORT FILM (Animated),Christoph Lauenstein/Wolfgang Lauenstein,Balance,True
1989,1990,62,SHORT FILM (Animated),SHORT FILM (Animated),Alexander Petrov,The Cow,False
1989,1990,62,SHORT FILM (Animated),SHORT FILM (Animated),Mark Baker,The Hill Farm,False
1989,1990,62,SHORT FILM (Live Action),SHORT FILM (Live Action),Robert Nixon,Amazon Diary,False
1989,1990,62,SHORT FILM (Live Action),SHORT FILM (Live Action),Jonathan Tammuz,The Childeater,False
1989,1990,62,SHORT FILM (Live Action),SHORT FILM (Live Action),James Hendrie,Work Experience,True
1989,1990,62,SOUND,SOUND MIXING,Don Bassman/Kevin F. Cleary/Richard Overton/Lee Orloff,The Abyss,False
1989,1990,62,SOUND,SOUND MIXING,Donald O. Mitchell/Kevin O'Connell/Greg P. Russell/Keith A. Wester,Black Rain,False
1989,1990,62,SOUND,SOUND MIXING,Michael Minkler/Gregory H. Watkins/Wylie Stateman/Tod A. Maitland,Born on the Fourth of July,False
1989,1990,62,SOUND,SOUND MIXING,Donald O. Mitchell/Gregg C. Rudloff/Elliot Tyson/Russell Williams II,Glory,True
1989,1990,62,SOUND,SOUND MIXING,Ben Burtt/Gary Summers/Shawn Murphy/Tony Dawe,Indiana Jones and the Last Crusade,False
1989,1990,62,SOUND EFFECTS EDITING,SOUND EDITING,Milton C. Burrow/William L. Manger,Black Rain,False
1989,1990,62,SOUND EFFECTS EDITING,SOUND EDITING,Ben Burtt/Richard Hymns,Indiana Jones and the Last Crusade,True
1989,1990,62,SOUND EFFECTS EDITING,SOUND EDITING,Robert Henderson/Alan Robert Murray,Lethal Weapon 2,False
1989,1990,62,VISUAL EFFECTS,VISUAL EFFECTS,John Bruno/Dennis Muren/Hoyt Yeatman/Dennis Skotak,The Abyss,True
1989,1990,62,VISUAL EFFECTS,VISUAL EFFECTS,Richard Conway/Kent Houston,The Adventures of Baron Munchausen,False
1989,1990,62,VISUAL EFFECTS,VISUAL EFFECTS,Ken Ralston/Michael Lantieri/John Bell/Steve Gawley,Back to the Future Part II,False
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Oliver Stone/Ron Kovic,Born on the Fourth of July,False
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Alfred Uhry,Driving Miss Daisy,True
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Roger L. Simon/Paul Mazursky,"Enemies, A Love Story",False
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Phil Alden Robinson,Field of Dreams,False
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Jim Sheridan/Shane Connaughton,My Left Foot,False
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Woody Allen,Crimes and Misdemeanors,False
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Tom Schulman,Dead Poets Society,True
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Spike Lee,Do the Right Thing,False
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Steven Soderbergh,"sex, lies, and videotape",False
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Nora Ephron,When Harry Met Sally...,False
1989,1990,62,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Howard W. Koch,,True
1989,1990,62,HONORARY AWARD,HONORARY AWARD,Akira Kurosawa,,True
1989,1990,62,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,Pierre Angenieux,,True
1989,1990,62,AWARD OF COMMENDATION,AWARD OF COMMENDATION,Society of Motion Picture and Television Engineers,,True
1990,1991,63,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Kevin Costner,Dances With Wolves,False
1990,1991,63,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Robert De Niro,Awakenings,False
1990,1991,63,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Gerard Depardieu,Cyrano de Bergerac,False
1990,1991,63,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Richard Harris,The Field,False
1990,1991,63,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jeremy Irons,Reversal of Fortune,True
1990,1991,63,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Bruce Davison,Longtime Companion,False
1990,1991,63,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Andy Garcia,"The Godfather, Part III",False
1990,1991,63,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Graham Greene,Dances With Wolves,False
1990,1991,63,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Al Pacino,Dick Tracy,False
1990,1991,63,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Good Fellas,True
1990,1991,63,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Kathy Bates,Misery,True
1990,1991,63,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Anjelica Huston,The Grifters,False
1990,1991,63,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Julia Roberts,Pretty Woman,False
1990,1991,63,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Meryl Streep,Postcards from the Edge,False
1990,1991,63,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Joanne Woodward,Mr. & Mrs. Bridge,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Annette Bening,The Grifters,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Lorraine Bracco,Good Fellas,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,True
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Wild at Heart,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Mary McDonnell,Dances With Wolves,False
1990,1991,63,ART DIRECTION,ART DIRECTION,Ezio Frigerio/Jacques Rouxel,Cyrano de Bergerac,False
1990,1991,63,ART DIRECTION,ART DIRECTION,Jeffrey Beecroft/Lisa Dean,Dances With Wolves,False
1990,1991,63,ART DIRECTION,ART DIRECTION,Richard Sylbert/Rick Simpson,Dick Tracy,True
1990,1991,63,ART DIRECTION,ART DIRECTION,Dean Tavoularis/Gary Fettis,"The Godfather, Part III",False
1990,1991,63,ART DIRECTION,ART DIRECTION,Dante Ferretti/Francesca Lo Schiavo,Hamlet,False
1990,1991,63,CINEMATOGRAPHY,CINEMATOGRAPHY,Allen Daviau,Avalon,False
1990,1991,63,CINEMATOGRAPHY,CINEMATOGRAPHY,Dean Semler,Dances With Wolves,True
1990,1991,63,CINEMATOGRAPHY,CINEMATOGRAPHY,Vittorio Storaro,Dick Tracy,False
1990,1991,63,CINEMATOGRAPHY,CINEMATOGRAPHY,Gordon Willis,"The Godfather, Part III",False
1990,1991,63,CINEMATOGRAPHY,CINEMATOGRAPHY,Philippe Rousselot,Henry & June,False
1990,1991,63,COSTUME DESIGN,COSTUME DESIGN,Gloria Gresham,Avalon,False
1990,1991,63,COSTUME DESIGN,COSTUME DESIGN,Franca Squarciapino,Cyrano de Bergerac,True
1990,1991,63,COSTUME DESIGN,COSTUME DESIGN,Elsa Zamparelli,Dances With Wolves,False
1990,1991,63,COSTUME DESIGN,COSTUME DESIGN,Milena Canonero,Dick Tracy,False
1990,1991,63,COSTUME DESIGN,COSTUME DESIGN,Maurizio Millenotti,Hamlet,False
1990,1991,63,DIRECTING,DIRECTING,Kevin Costner,Dances With Wolves,True
1990,1991,63,DIRECTING,DIRECTING,Francis Ford Coppola,"The Godfather, Part III",False
1990,1991,63,DIRECTING,DIRECTING,Martin Scorsese,Good Fellas,False
1990,1991,63,DIRECTING,DIRECTING,Stephen Frears,The Grifters,False
1990,1991,63,DIRECTING,DIRECTING,Barbet Schroeder,Reversal of Fortune,False
1990,1991,63,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Barbara Kopple/Arthur Cohn,American Dream,True
1990,1991,63,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Mark Kitchell,Berkeley in the Sixties,False
1990,1991,63,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Mark Mori/Susan Robinson,Building Bombs,False
1990,1991,63,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Judith Montell,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,False
1990,1991,63,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Robert Hillmann/Eugene Corr,Waldo Salt: A Screenwriter's Journey,False
1990,1991,63,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Kit Thomas,Burning Down Tomorrow,False
1990,1991,63,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Karen Goodman/Kirk Simon,Chimps: So Like Us,False
1990,1991,63,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Steven Okazaki,Days of Waiting,True
1990,1991,63,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Derek Bromhall,Journey into Life: The World of the Unborn,False
1990,1991,63,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Freida Lee Mock/Terry Sanders,Rose Kennedy: A Life to Remember,False
1990,1991,63,FILM EDITING,FILM EDITING,Neil Travis,Dances With Wolves,True
1990,1991,63,FILM EDITING,FILM EDITING,Walter Murch,Ghost,False
1990,1991,63,FILM EDITING,FILM EDITING,Barry Malkin/Lisa Fruchtman/Walter Murch,"The Godfather, Part III",False
1990,1991,63,FILM EDITING,FILM EDITING,Thelma Schoonmaker,Good Fellas,False
1990,1991,63,FILM EDITING,FILM EDITING,Dennis Virkler/John Wright,The Hunt for Red October,False
1990,1991,63,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,France,Cyrano de Bergerac,False
1990,1991,63,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Switzerland,Journey of Hope,True
1990,1991,63,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,People's Republic of China,Ju Dou,False
1990,1991,63,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Germany,The Nasty Girl,False
1990,1991,63,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Italy,Open Doors,False
1990,1991,63,MAKEUP,MAKEUP AND HAIRSTYLING,Michèle Burke/Jean-Pierre Eychenne,Cyrano de Bergerac,False
1990,1991,63,MAKEUP,MAKEUP AND HAIRSTYLING,John Caglione Jr./Doug Drexler,Dick Tracy,True
1990,1991,63,MAKEUP,MAKEUP AND HAIRSTYLING,Ve Neill/Stan Winston,Edward Scissorhands,False
1990,1991,63,MUSIC (Original Score),MUSIC (Original Score),Randy Newman,Avalon,False
1990,1991,63,MUSIC (Original Score),MUSIC (Original Score),John Barry,Dances With Wolves,True
1990,1991,63,MUSIC (Original Score),MUSIC (Original Score),Maurice Jarre,Ghost,False
1990,1991,63,MUSIC (Original Score),MUSIC (Original Score),David Grusin,Havana,False
1990,1991,63,MUSIC (Original Score),MUSIC (Original Score),John Williams,Home Alone,False
1990,1991,63,MUSIC (Original Song),MUSIC (Original Song),Jon Bon Jovi,Young Guns II,False
1990,1991,63,MUSIC (Original Song),MUSIC (Original Song),Shel Silverstein,Postcards from the Edge,False
1990,1991,63,MUSIC (Original Song),MUSIC (Original Song),Carmine Coppola/John Bettis,"The Godfather, Part III",False
1990,1991,63,MUSIC (Original Song),MUSIC (Original Song),John Williams/Leslie Bricusse,Home Alone,False
1990,1991,63,MUSIC (Original Song),MUSIC (Original Song),Stephen Sondheim,Dick Tracy,True
1990,1991,63,BEST PICTURE,BEST PICTURE,Walter F. Parkes/Lawrence Lasker,Awakenings,False
1990,1991,63,BEST PICTURE,BEST PICTURE,Jim Wilson/Kevin Costner,Dances With Wolves,True
1990,1991,63,BEST PICTURE,BEST PICTURE,Lisa Weinstein,Ghost,False
1990,1991,63,BEST PICTURE,BEST PICTURE,Francis Ford Coppola,"The Godfather, Part III",False
1990,1991,63,BEST PICTURE,BEST PICTURE,Irwin Winkler,Good Fellas,False
1990,1991,63,SHORT FILM (Animated),SHORT FILM (Animated),Nick Park,Creature Comforts,True
1990,1991,63,SHORT FILM (Animated),SHORT FILM (Animated),Nick Park,A Grand Day Out,False
1990,1991,63,SHORT FILM (Animated),SHORT FILM (Animated),Bruno Bozzetto,Grasshoppers (Cavallette),False
